,Id,LotArea,YearBuilt,YearRemodAdd,LotFrontage,Utilities,OverallQual,OverallCond,ExterQual,ExterCond,MoSold,YrSold,MiscVal
1405,1406,3842,2004,2005,44.0,AllPub,8,5,Gd,TA,1,2008,0
1406,1407,8445,1972,2007,70.0,AllPub,5,7,TA,TA,3,2009,0
1407,1408,8780,1985,1985,,AllPub,5,5,TA,TA,3,2009,0
1408,1409,7740,1910,1950,60.0,AllPub,4,7,TA,TA,6,2010,0
1409,1410,20544,1986,1991,46.0,AllPub,7,6,TA,Gd,11,2008,0
1410,1411,12420,2001,2001,79.0,AllPub,7,5,Gd,TA,6,2009,0
1411,1412,9600,1950,2005,80.0,AllPub,6,8,TA,Gd,9,2009,0
1412,1413,7200,1949,1950,60.0,AllPub,4,5,TA,TA,6,2009,0
1413,1414,10994,2005,2006,88.0,AllPub,8,5,Gd,TA,9,2009,0
1414,1415,13053,1923,2000,64.0,AllPub,6,7,TA,TA,6,2008,0
1415,1416,3635,2007,2007,51.0,AllPub,7,5,Gd,TA,5,2009,0
1416,1417,11340,1885,1950,60.0,AllPub,4,6,TA,TA,4,2010,0
1417,1418,16545,1998,1998,,AllPub,8,5,Gd,TA,5,2009,0
1418,1419,9204,1963,1963,71.0,AllPub,5,5,TA,TA,8,2008,0
1419,1420,16381,1969,1969,,AllPub,6,5,Gd,Gd,12,2006,0
1420,1421,11700,1968,1968,90.0,AllPub,6,6,TA,TA,5,2006,0
1421,1422,4043,1977,1977,53.0,AllPub,6,5,TA,TA,7,2010,0
1422,1423,4435,2003,2003,37.0,AllPub,6,5,Gd,TA,3,2008,0
1423,1424,19690,1966,1966,,AllPub,6,7,Gd,Gd,8,2006,0
1424,1425,9503,1958,1983,,AllPub,5,5,TA,TA,6,2007,0
1425,1426,10721,1959,1959,80.0,AllPub,6,6,Gd,TA,10,2008,0
1426,1427,10944,1994,1994,81.0,AllPub,7,5,Gd,TA,8,2008,0
1427,1428,10930,1945,1950,60.0,AllPub,5,6,TA,TA,4,2008,0
1428,1429,7200,1940,1992,60.0,AllPub,5,7,TA,Gd,2,2010,0
1429,1430,12546,1981,1981,,AllPub,6,7,Gd,Gd,4,2007,0
1430,1431,21930,2005,2005,60.0,AllPub,5,5,Gd,TA,7,2006,0
1431,1432,4928,1976,1976,,AllPub,6,6,TA,TA,10,2009,0
1432,1433,10800,1927,2007,60.0,AllPub,4,6,TA,TA,8,2007,0
1433,1434,10261,2000,2000,93.0,AllPub,6,5,TA,TA,5,2008,0
1434,1435,17400,1977,1977,80.0,AllPub,5,5,TA,TA,5,2006,0
1435,1436,8400,1962,2005,80.0,AllPub,6,9,Gd,Gd,7,2008,0
1436,1437,9000,1971,1971,60.0,AllPub,4,6,TA,TA,5,2007,0
1437,1438,12444,2008,2008,96.0,AllPub,8,5,Ex,TA,11,2008,0
1438,1439,7407,1957,1996,90.0,AllPub,6,7,TA,TA,4,2010,0
1439,1440,11584,1979,1979,80.0,AllPub,7,6,TA,TA,11,2007,0
1440,1441,11526,1922,1994,79.0,AllPub,6,7,TA,TA,9,2008,0
1441,1442,4426,2004,2004,,AllPub,6,5,Gd,TA,5,2008,0
1442,1443,11003,2008,2008,85.0,AllPub,10,5,Ex,TA,4,2009,0
1443,1444,8854,1916,1950,,AllPub,6,6,TA,TA,5,2009,0
1444,1445,8500,2004,2004,63.0,AllPub,7,5,Gd,TA,11,2007,0
1445,1446,8400,1966,1966,70.0,AllPub,6,5,TA,TA,5,2007,0
1446,1447,26142,1962,1962,,AllPub,5,7,TA,TA,4,2010,0
1447,1448,10000,1995,1996,80.0,AllPub,8,5,Gd,TA,12,2007,0
1448,1449,11767,1910,2000,70.0,AllPub,4,7,TA,TA,5,2007,0
1449,1450,1533,1970,1970,21.0,AllPub,5,7,TA,TA,8,2006,0
1450,1451,9000,1974,1974,60.0,AllPub,5,5,TA,TA,9,2009,0
1451,1452,9262,2008,2009,78.0,AllPub,8,5,Gd,TA,5,2009,0
1452,1453,3675,2005,2005,35.0,AllPub,5,5,TA,TA,5,2006,0
1453,1454,17217,2006,2006,90.0,AllPub,5,5,TA,TA,7,2006,0
1454,1455,7500,2004,2005,62.0,AllPub,7,5,Gd,TA,10,2009,0
1455,1456,7917,1999,2000,62.0,AllPub,6,5,TA,TA,8,2007,0
1456,1457,13175,1978,1988,85.0,AllPub,6,6,TA,TA,2,2010,0
1457,1458,9042,1941,2006,66.0,AllPub,7,9,Ex,Gd,5,2010,2500
1458,1459,9717,1950,1996,68.0,AllPub,5,6,TA,TA,4,2010,0
1459,1460,9937,1965,1965,75.0,AllPub,5,6,Gd,TA,6,2008,0
